id,first_name,last_name,position,age,prime_age,year,state,country,college_id,college,stars,height,overall,finishing,shooting2,shooting3,free_throw,ballwork,rebounding,interior_defense,perimeter_defense,overall_grade,finishing_grade,shooting2_grade,shooting3_grade,free_throw_grade,ballwork_grade,rebounding_grade,interior_defense_grade,perimeter_defense_grade,pro_potential_grade,potential_grade,draft_pick_id,draft_pick,drafted_team_id,drafted_team_abbr,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,archetype,prediction,recruiting_bias_value,stamina,playtime_expectations,minutes,previous_team_id,previous_team,personality,free_agency,recruiting_bias,work_ethic,academic_bias,player_id,defense,created_at,updated_at,deleted_at,inside_proportion,mid_range_proportion,three_point_proportion,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,standing_reach,vertical_leap,lane_agility,max_vertical_leap,three_quarter_sprint,shuttle_run,wing_span,potential,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,relative_type,notes,is_international
1855,Gregory,Blowe,C,23,30,0,Wisconsin,USA,112,CONN,3,6-9,52,16,2,12,2,5,10,17,15,F,C+,F,B-,F,F,C,B,C+,73,A,0,,0,,0,0,0,0,0,0,0,0,0,"Stretch Bigs",0,,48,0,0,0,,Average,Average,Average,Average,"Takes AP classes",1855,0,"2025-12-11 23:14:41.182","2025-12-11 23:14:41.182",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,46,0,0,0,,,0,0,0,0,,0
1856,William,Bender,PG,23,29,0,Ohio,USA,112,CONN,1,6-3,53,4,21,15,8,24,9,2,3,D-,D,A,B,C,A-,D,F,F,97,A+,0,,0,,1,0,0,0,1,0,0,0,0,"Floor General",0,,47,0,0,0,,Average,Average,Average,"Skips Leg Day",Average,1856,0,"2025-12-11 23:14:43.359","2025-12-11 23:14:43.359",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,91,0,0,0,,,0,0,0,0,,0
1866,Bryan,Sanders,PG,23,27,0,Kentucky,USA,113,MASS,2,5-11,57,17,10,18,11,16,4,6,8,D-,B+,D,B-,C+,B-,F,D,D,59,B-,0,,0,,0,0,0,0,0,0,0,0,0,"Floor General",0,,46,0,0,0,,Disloyal,Average,Average,Average,"Sits at the back of the class",1866,0,"2025-12-11 23:14:52.638","2025-12-11 23:14:52.638",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,99,0,0,0,,,0,0,0,0,,0
1867,Josue,Espindola,C,23,29,0,"New Hampshire",USA,113,MASS,3,7-0,67,8,5,12,4,16,22,13,16,C-,C-,D,C,F,B,A-,C,B-,88,A+,0,,0,,0,0,0,0,1,1,0,0,0,"Rim Protector",0,,48,0,0,0,,Average,Average,Average,"Focuses on Max Weight",Average,1867,0,"2025-12-11 23:14:48.764","2025-12-11 23:14:48.764",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,49,0,0,0,,,0,0,0,0,,0
1868,Jeffrey,Carothers,C,23,26,0,Alabama,USA,113,MASS,2,7-1,62,17,11,15,10,6,12,20,11,D+,B,C-,B-,C,C-,C,B+,D,30,C-,0,,0,,0,1,0,0,0,0,1,0,0,"Stretch Bigs",0,,38,0,0,0,,Average,Average,Average,Complacent,"Didn't come here to play school",1868,0,"2025-12-11 23:14:50.724","2025-12-11 23:14:50.724",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,79,0,0,0,,,0,0,0,0,,0
1869,James,Hoxie,PF,23,30,0,,Greece,113,MASS,2,6-7,49,10,9,7,12,6,15,9,9,F,C-,D,D,B-,D,B-,C,C,33,C,0,,0,,0,0,0,0,0,0,0,0,0,"Pure Defender",0,,34,0,0,0,,Disruptive,Average,Average,Average,Average,1869,0,"2025-12-11 23:14:56.106","2025-12-11 23:14:56.106",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,25,0,0,0,,,0,0,0,0,,0
1879,Gonzalo,Cervantes,C,23,30,0,,Argentina,89,SDSU,3,6-9,49,13,12,2,9,2,14,13,13,F,C,C,F,C,F,C,C-,C+,65,A-,0,,0,,0,0,0,0,0,0,0,0,0,"Rim Protector",0,,45,0,0,0,,Stoic,"Hates Tags",Average,Average,Average,1879,0,"2025-12-11 23:10:05.848","2025-12-11 23:10:05.848",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,53,0,0,0,,,0,0,0,0,,0
1881,Rickey,Bateman,SG,23,25,0,,Morocco,327,WCU,2,6-1,53,7,15,16,16,12,7,14,11,F,D,B-,B-,B,C,D,B-,C-,71,A,0,,0,,1,1,0,0,1,0,1,0,0,"Sharp Shooter",0,,39,0,0,0,,Average,"Wants extensions",Average,Average,Average,1881,0,"2025-12-11 23:52:57.014","2025-12-11 23:52:57.014",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,37,0,0,0,,,0,0,0,0,,0
1889,Robert,Gano,C,23,29,0,,Japan,0,,1,7-0,42,11,3,6,4,7,10,10,11,F,C,D,F,D,C-,D,C,C-,22,C-,0,,0,,0,0,0,0,0,0,0,0,0,"Stretch Bigs",0,,43,0,0,0,,Impatient,Average,"Prefers to play for a team where he can start immediately","Footwork king",Average,1889,0,"2025-12-12 00:04:03.228","2025-12-12 00:04:03.228",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,26,0,0,0,,,0,0,0,0,,0
1892,Kulwinder,Lau,C,23,30,0,Connecticut,USA,0,,2,7-1,38,5,8,11,7,7,9,9,9,F,F,D,C+,F,D,C,C,D,31,D+,0,,0,,0,0,0,0,0,0,0,0,0,"Stretch Bigs",0,,46,0,0,0,,Reliable,Average,Average,Average,Average,1892,0,"2025-12-12 00:06:05.565","2025-12-12 00:06:05.565",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,68,0,0,0,,,0,0,0,0,,0
1893,Robert,Bartnicki,C,23,28,0,,Romania,115,USC,2,6-10,45,8,10,9,13,7,13,6,8,F,D,C,C,B-,D,B-,D,C-,50,C,0,,0,,0,0,0,1,1,1,1,0,0,"Rim Protector",0,,43,0,0,0,,Average,"Drafted team discount",Average,"Trolls on Discord",Average,1893,0,"2025-12-11 23:15:12.682","2025-12-11 23:15:12.682",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,34,0,0,0,,,0,0,0,0,,0
1894,Eric,Thomforde,PG,23,28,0,,Ireland,115,USC,3,6-4,63,14,16,16,20,20,8,0,8,D+,C+,B,B+,A-,A,F,F,D,91,A+,0,,0,,0,0,0,0,0,0,0,0,0,"Sharp Shooter",0,,35,0,0,0,,Average,Average,Average,"Focuses on Max Weight","Values academics",1894,0,"2025-12-11 23:15:09.843","2025-12-11 23:15:09.843",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,91,0,0,0,,,0,0,0,0,,0
1895,Ryan,Foley,C,23,28,0,Delaware,USA,115,USC,5,7-0,67,17,6,10,8,11,16,15,15,D+,B-,F,D,C-,C,B,C+,B-,25,C-,0,,0,,0,0,0,0,0,0,1,1,0,"Stretch Bigs",0,,39,0,0,0,,"Absent Minded",Loyal,Average,Average,Average,1895,0,"2025-12-11 23:15:07.562","2025-12-11 23:15:07.562",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,29,0,0,0,,,0,0,0,0,,0
1905,Arthur,Schnell,SG,23,26,0,,Luxembourg,100,TENN,2,5-11,53,11,17,18,17,17,4,2,6,F,C-,B-,B,C+,C+,F,F,F,75,A-,0,,0,,1,0,0,1,0,1,0,0,0,,0,,35,0,0,0,,Average,Average,Open-Minded,Average,Average,1905,0,"2025-12-11 23:12:12.284","2025-12-11 23:12:12.284",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,57,0,0,0,,,0,0,0,0,,0
1906,Adam,Bedrossian,C,23,27,0,Virginia,USA,116,UTEP,3,6-10,59,15,3,10,1,7,18,16,15,C-,B-,D,C+,F,C-,B+,B+,C+,24,D+,0,,0,,0,0,0,0,0,0,0,0,0,"Stretch Bigs",0,,46,0,0,0,,Average,Average,Open-Minded,"Gym Rat",Average,1906,0,"2025-12-11 23:15:19.014","2025-12-11 23:15:19.014",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,89,0,0,0,,,0,0,0,0,,0
1907,Joe,Pace,C,23,25,0,Guam,USA,116,UTEP,4,7-1,67,17,8,15,7,11,14,12,18,D+,B+,D,B,C-,D,C,C,B-,62,B-,0,,0,,0,1,0,0,0,0,0,0,0,"Stretch Bigs",0,,41,0,0,0,,Average,Average,Average,Average,"Seeks out tutoring",1907,0,"2025-12-11 23:15:16.693","2025-12-11 23:15:16.693",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,57,0,0,0,,,0,0,0,0,,0
1908,Brendan,Lancaster,PF,23,24,0,,Croatia,116,UTEP,3,6-6,51,12,13,6,10,7,12,8,14,F,C,B-,D,D,F,B-,F,B,41,C+,0,,0,,0,0,0,0,0,0,0,0,0,"Pure Defender",0,,41,0,0,0,,Average,Average,Average,Average,Average,1908,0,"2025-12-11 23:15:20.906","2025-12-11 23:15:20.906",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,35,0,0,0,,,0,0,0,0,,0
1918,Kelvin,Ridley,SG,23,29,0,Mississippi,USA,117,UTSA,4,6-0,64,14,8,19,16,13,9,10,19,D-,B-,F,B+,C+,C,D,D,B,97,A+,0,,0,,0,0,0,1,0,0,0,1,0,3-and-D,0,,45,0,0,0,,Average,Average,Average,Average,Average,1918,0,"2025-12-11 23:15:29.136","2025-12-11 23:15:29.136",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,46,0,0,0,,,0,0,0,0,,0
1919,Kevin,Anderson,SG,23,26,0,Colorado,USA,0,,2,5-11,44,6,14,7,14,10,11,7,5,F,D,C,C-,B,D,C+,F,D,19,D,0,,0,,0,0,0,0,0,0,1,1,0,"Mid-Range Magician",0,,38,0,0,0,,Average,Average,Average,Average,Average,1919,0,"2025-12-12 00:02:34.375","2025-12-12 00:02:34.375",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,29,0,0,0,,,0,0,0,0,,0
1920,Matthew,Briggs,SG,23,26,0,,Russia,117,UTSA,4,5-11,56,13,12,14,9,14,11,5,9,D-,C+,C+,C+,C,B-,C,F,C-,99,A+,0,,0,,0,0,0,0,0,0,0,0,0,"Dunk Specialist",0,,42,0,0,0,,Average,"Money motivated",Average,Average,Average,1920,0,"2025-12-11 23:15:31.025","2025-12-11 23:15:31.025",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,29,0,0,0,,,0,0,0,0,,0
1921,Matthew,Russ,PG,23,26,0,Hawaii,USA,227,TAR,3,5-10,49,6,16,16,14,16,6,6,6,F,C-,B+,B-,B-,B+,F,D,F,61,B+,0,,0,,0,0,0,0,1,1,0,0,0,"Floor General",0,,43,0,0,0,,Average,Average,Average,Average,Average,1921,0,"2025-12-11 23:36:10.726","2025-12-11 23:36:10.726",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,25,0,0,0,,,0,0,0,0,,0
1931,Shawn,Fuller,PF,23,27,0,Tennessee,USA,118,UTAH,3,6-7,54,14,11,7,11,10,14,5,9,F,C+,C,D,C,D,B-,D,C-,43,C+,0,,0,,0,0,0,1,0,0,1,1,0,"Pure Defender",0,,48,0,0,0,,Selfish,Average,Average,Average,Average,1931,0,"2025-12-11 23:15:48.959","2025-12-11 23:15:48.959",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,26,0,0,0,,,0,0,0,0,,0
1932,Robert,Oneil,C,23,27,0,,Hungary,118,UTAH,3,6-10,66,8,11,13,14,9,16,16,26,C,D,C+,B-,B-,D,B+,B+,A+,89,A+,0,,0,,0,1,0,0,0,0,0,1,0,"Stretch Bigs",0,,43,0,0,0,,Average,Average,Average,Average,"Takes AP classes",1932,0,"2025-12-11 23:15:46.167","2025-12-11 23:15:46.167",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,70,0,0,0,,,0,0,0,0,,0
1933,Leon,Kumar,PG,23,29,0,"South Carolina",USA,0,,2,6-2,44,5,11,12,12,13,10,4,6,F,F,C,C,C,B-,C,F,F,85,A,0,,0,,0,0,0,1,0,1,1,1,0,"Floor General",0,,40,0,0,0,,Average,Average,Open-Minded,Average,Average,1933,0,"2025-12-12 00:02:06.487","2025-12-12 00:02:06.487",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,25,0,0,0,,,0,0,0,0,,0
1934,Kenneth,Brittain,PF,23,25,0,Virginia,USA,0,,2,6-8,41,9,6,7,4,3,12,11,14,F,C-,F,F,F,F,B-,C+,C+,71,A-,0,,0,,0,1,0,1,0,1,0,0,0,"Pure Defender",0,,40,0,0,0,,Average,Average,"Prefers to be close to home",Hard-working,Average,1934,0,"2025-12-12 00:03:09.690","2025-12-12 00:03:09.690",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,39,0,0,0,,,0,0,0,0,,0
1942,Christopher,Hoang,PG,24,25,0,"North Dakota",USA,119,UTST,2,6-3,71,9,18,29,26,18,7,8,18,C,C,B+,A+,A+,B-,F,C,B,59,A-,0,,0,,0,1,0,1,1,0,0,1,0,"Mid-Range Magician",0,,42,0,0,0,,Average,"Hates Cleveland",Average,Average,"Sits at the back of the class",1942,0,"2025-12-11 23:15:59.808","2025-12-11 23:15:59.808",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,88,0,0,0,,,0,0,0,0,,0
1944,Perry,Leslie,C,23,29,0,Maryland,USA,119,UTST,3,6-10,58,12,4,7,5,10,15,15,18,F,C,F,F,F,D,C,C+,B+,29,C-,0,,0,,0,0,0,0,0,0,0,0,0,"Rim Protector",0,,40,0,0,0,,Average,Average,Average,Average,"Studies hard",1944,0,"2025-12-11 23:16:03.398","2025-12-11 23:16:03.398",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,45,0,0,0,,,0,0,0,0,,0
1957,Isaac,Curtis,C,23,25,0,,Ethiopia,120,VAND,3,6-11,76,22,9,3,8,10,16,19,25,C,B+,C-,F,C-,C,C+,B,A+,30,C-,0,,0,,0,0,1,0,0,0,0,1,0,"Rim Protector",0,,44,0,0,0,,Impatient,Average,"Prefers to play for a team where he can start immediately",Hard-working,Tutor,1957,0,"2025-12-11 23:16:09.581","2025-12-11 23:16:09.581",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,85,0,0,0,,,0,0,0,0,,0
1958,Victor,Cantero,SG,23,28,0,Alabama,USA,120,VAND,2,5-11,51,12,13,12,15,12,5,5,14,F,C,B-,C,B-,C-,F,F,B,47,C,0,,0,,0,1,0,0,0,1,0,1,0,"Defensive Dawg",0,,46,0,0,0,,Jokester,Average,Average,Average,Average,1958,0,"2025-12-11 23:16:14.652","2025-12-11 23:16:14.652",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,34,0,0,0,,,0,0,0,0,,0
1959,Dennis,Bigg,C,23,24,0,,Spain,120,VAND,3,6-11,58,22,5,6,7,9,7,12,17,F,A-,D,F,F,D,F,C-,B,21,C-,0,,0,,0,0,1,1,1,0,0,1,0,"Stretch Bigs",0,,45,0,0,0,,Average,Average,Average,Average,Average,1959,0,"2025-12-11 23:16:12.420","2025-12-11 23:16:12.420",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,38,0,0,0,,,0,0,0,0,,0
1960,Joshua,Tucker,C,23,29,0,Connecticut,USA,0,,3,6-9,44,16,7,9,4,0,11,12,11,F,B-,C-,C-,F,F,C-,C,C+,17,D,0,,0,,0,0,0,0,0,1,1,0,0,"Rim Protector",0,,44,0,0,0,,Outgoing,Loyal,Average,"Focuses on Max Weight","More likely to get academic probation",1960,0,"2025-12-12 00:01:41.037","2025-12-12 00:01:41.037",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,43,0,0,0,,,0,0,0,0,,0
1967,Steven,Adams,PF,23,24,0,,Zimbabwe,13,BOIS,3,6-11,55,18,3,8,1,9,14,9,11,D-,A-,F,C-,F,D,B-,C-,C+,42,C+,0,,0,,0,0,0,0,0,1,1,0,0,,0,,42,0,0,0,,Average,Average,Average,"Skips Leg Day",Average,1967,0,"2025-12-11 21:24:20.480","2025-12-11 21:24:20.480",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,36,0,0,0,,,0,0,0,0,,0
1971,Derrick,Morehead,PG,23,30,0,Georgia,USA,121,UVA,5,6-0,68,14,16,17,18,16,13,8,9,B,B,B,B,B,B+,B-,D,C,89,A+,0,,0,,0,0,0,1,0,0,0,1,0,"Sharp Shooter",0,,46,0,0,0,,Paranoid,Loyal,"Prefers to play for a specific coach",Average,Average,1971,0,"2025-12-11 23:16:23.666","2025-12-11 23:16:23.666",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,34,0,0,0,,,0,0,0,0,,0
1972,James,Franzone,PG,23,27,0,Illinois,USA,121,UVA,3,5-11,59,8,8,21,11,9,11,14,22,F,D,F,B,C-,D,C-,C,A+,74,A,0,,0,,0,0,0,1,0,0,1,1,0,3-and-D,0,,40,0,0,0,,Average,Average,"Prefers to play for a team with a rich history",Average,Average,1972,0,"2025-12-11 23:16:26.800","2025-12-11 23:16:26.800",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,69,0,0,0,,,0,0,0,0,,0
1984,Larry,Check,C,23,30,0,,Austria,0,,1,6-10,49,9,10,2,9,4,13,20,12,F,C,D,F,C-,D,C,A,C-,43,C+,0,,0,,0,0,0,0,0,1,1,0,0,"Rim Protector",0,,43,0,0,0,,Average,Average,"Prefers to play for a specific coach",Average,Average,1984,0,"2025-12-12 00:01:17.068","2025-12-12 00:01:17.068",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,53,0,0,0,,,0,0,0,0,,0
1985,Ryan,Hitt,C,23,30,0,Texas,USA,0,,1,7-1,41,12,12,2,11,2,7,12,13,F,C,C,F,C-,F,D,B-,C+,32,C,0,,0,,1,0,1,1,0,0,1,0,0,"Rim Protector",0,,48,0,0,0,,Average,Average,Average,Average,Average,1985,0,"2025-12-12 00:04:40.952","2025-12-12 00:04:40.952",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,35,0,0,0,,,0,0,0,0,,0
1986,Thomas,Swanson,SF,23,24,0,Massachusetts,USA,122,VT,4,6-7,62,15,9,11,14,8,14,13,16,F,C,D,C-,C+,C-,C+,C,B-,64,B+,0,,0,,0,0,0,1,1,1,0,0,0,"Pure Defender",0,,36,0,0,0,,Average,Average,Average,Average,Average,1986,0,"2025-12-11 23:16:33.080","2025-12-11 23:16:33.080",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,58,0,0,0,,,0,0,0,0,,0
1994,Cody,Peterson,C,23,27,0,Texas,USA,0,,2,7-0,48,14,4,10,2,3,18,8,8,F,C+,F,D,F,F,B-,D,C-,70,A,0,,0,,1,1,0,0,0,0,0,0,0,"Stretch Bigs",0,,44,0,0,0,,Average,Average,Average,Average,Average,1994,0,"2025-12-12 00:00:44.497","2025-12-12 00:00:44.497",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,63,0,0,0,,,0,0,0,0,,0
1996,Douglas,Broussard,SF,23,24,0,Michigan,USA,123,WAKE,3,6-6,52,15,13,3,13,10,5,15,12,F,C,B-,F,B-,C-,D,B,B-,18,D,0,,0,,0,0,0,0,0,0,0,0,0,,0,,43,0,0,0,,Jokester,Average,"Prefers to play for a team where he can start immediately",Average,Average,1996,0,"2025-12-11 23:16:43.774","2025-12-11 23:16:43.774",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,60,0,0,0,,,0,0,0,0,,0
1997,Phu,Zhang,PG,23,26,0,,India,123,WAKE,2,5-11,68,11,15,20,17,18,5,18,16,D+,C,B,A-,B,B,F,B,C+,55,B+,0,,0,,0,1,0,0,1,0,0,0,0,"Sharp Shooter",0,,41,0,0,0,,Average,"I'm the starter",Average,"Focuses on Max Reps","Never Studies",1997,0,"2025-12-11 23:16:39.121","2025-12-11 23:16:39.121",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,90,0,0,0,,,0,0,0,0,,0
1998,Timothy,Brown,C,23,27,0,Nebraska,USA,123,WAKE,3,7-0,67,21,5,7,5,8,20,10,17,C+,A,D,F,D,D,A,C+,B-,74,A,0,,0,,0,0,1,0,0,0,0,1,0,"Stretch Bigs",0,,36,0,0,0,,Disloyal,Adversarial,"Prefers to play in a different state","Gym Rat",Average,1998,0,"2025-12-11 23:16:40.987","2025-12-11 23:16:40.987",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,71,0,0,0,,,0,0,0,0,,0
1999,Raul,Uzhca,C,23,28,0,Texas,USA,0,,2,7-1,49,9,7,6,9,9,13,10,13,F,C-,C-,F,C-,C,C+,C,C+,57,B+,0,,0,,0,1,0,0,0,1,0,1,0,"Rim Protector",0,,45,0,0,0,,Flamboyant,Loyal,"Prefers to play for a team where he can start immediately","Focuses on Max Weight","Takes AP classes",1999,0,"2025-12-12 00:00:56.334","2025-12-12 00:00:56.334",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,34,0,0,0,,,0,0,0,0,,0
2009,Michael,Crook,C,23,24,0,"New Hampshire",USA,124,WASH,3,6-11,66,10,8,10,8,5,26,15,19,C-,C,D,C,F,D,A+,C+,B-,88,A+,0,,0,,1,1,0,0,0,1,0,0,0,"Rim Protector",0,,42,0,0,0,,Stoic,Average,Average,Average,Average,2009,0,"2025-12-11 23:16:52.657","2025-12-11 23:16:52.657",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,65,0,0,0,,,0,0,0,0,,0
2010,Anthony,Savitz,C,23,28,0,Wyoming,USA,124,WASH,3,6-11,58,13,6,4,1,13,20,8,10,F,C,F,F,F,C,B,F,C+,70,A,0,,0,,0,1,0,0,1,1,0,0,0,"Rim Protector",0,,45,0,0,0,,Reliable,Average,Average,Average,Tutor,2010,0,"2025-12-11 23:16:54.872","2025-12-11 23:16:54.872",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,69,0,0,0,,,0,0,0,0,,0
2011,Thomas,Phillis,C,23,27,0,Missouri,USA,0,,3,6-11,48,17,6,6,4,4,10,15,9,F,C+,D,F,F,F,D,B-,D,30,C,0,,0,,1,0,0,0,0,0,1,0,0,"Stretch Bigs",0,,47,0,0,0,,Extroverted,Market-driven,"Prefers to play for a national championship contender",Average,Average,2011,0,"2025-12-12 00:01:00.643","2025-12-12 00:01:00.643",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,49,0,0,0,,,0,0,0,0,,0
2012,Nathan,Strickland,SF,23,26,0,Iowa,USA,293,IONA,2,6-6,51,9,12,8,18,17,6,6,9,F,D,C+,F,B+,C+,D,D,C-,85,A,0,,0,,0,1,0,1,1,1,0,1,0,"Two-Way Wing",0,,37,0,0,0,,Average,Average,Average,"Focuses on Max Weight","Studies hard",2012,0,"2025-12-11 23:46:58.566","2025-12-11 23:46:58.566",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,65,0,0,0,,,0,0,0,0,,0
2020,Rufus,Fletcher,SG,23,27,0,"New York",USA,126,WVU,3,6-0,77,19,18,16,14,25,8,4,15,C+,B,B,B,C+,A-,C-,F,C+,46,C+,0,,0,,0,1,1,0,1,0,0,1,0,3-and-D,0,,42,0,0,0,,Average,Average,Legacy,Average,"Seeks out tutoring",2020,0,"2025-12-11 23:17:10.558","2025-12-11 23:17:10.558",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,86,0,0,0,,,0,0,0,0,,0
2021,Mark,Tomaskovic,SF,23,25,0,Michigan,USA,126,WVU,4,6-8,74,19,15,4,12,20,8,17,18,B-,A-,B,F,C+,A-,F,B,B+,87,A+,0,,0,,0,0,0,0,1,0,0,1,0,"Pure Defender",0,,47,0,0,0,,Tough,Average,Average,"Working-Class mentality",Average,2021,0,"2025-12-11 23:17:12.428","2025-12-11 23:17:12.428",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,29,0,0,0,,,0,0,0,0,,0
2031,Kevin,Cozier,SF,23,26,0,Virginia,USA,267,NE,1,6-5,47,9,8,9,18,6,13,9,7,F,D,F,D,B,F,C-,C-,F,87,A+,0,,0,,1,0,0,1,0,1,1,1,0,"Pure Defender",0,,48,0,0,0,,Average,Average,"Prefers to play for a team with a rich history","Trolls on Discord",Average,2031,0,"2025-12-11 23:42:42.052","2025-12-11 23:42:42.052",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,67,0,0,0,,,0,0,0,0,,0
2032,Michael,Garberson,PF,23,27,0,,Israel,127,WKU,4,6-6,79,20,11,10,15,17,19,11,11,C+,B,D,C,B,B-,B,C-,C,54,B,0,,0,,0,0,0,0,0,0,0,0,0,"Pure Defender",0,,45,0,0,0,,Jokester,Average,"Prefers to play in a different state",Average,Average,2032,0,"2025-12-11 23:17:24.385","2025-12-11 23:17:24.385",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,95,0,0,0,,,0,0,0,0,,0
2033,Timothy,Mallory,PF,23,30,0,Oregon,USA,327,WCU,3,6-9,55,12,9,8,11,7,12,15,16,F,C+,C,D,C,D,C-,B-,C+,74,B+,0,,0,,0,0,0,0,1,0,0,0,0,,0,,44,0,0,0,,Tough,Average,Average,Average,Average,2033,0,"2025-12-11 23:52:52.742","2025-12-11 23:52:52.742",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,56,0,0,0,,,0,0,0,0,,0
2034,Jon,Cochran,C,23,27,0,,Poland,127,WKU,3,6-10,56,17,11,11,10,5,12,12,12,D,B,D,C+,C,D,B-,C,C-,93,A+,0,,0,,0,0,0,0,0,1,0,0,0,"Rim Protector",0,,40,0,0,0,,Introvert,Average,"Prefers to play for a team with a rich history",Average,Average,2034,0,"2025-12-11 23:17:26.577","2025-12-11 23:17:26.577",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,39,0,0,0,,,0,0,0,0,,0
2039,Craig,Mitchell,C,23,28,0,Kentucky,USA,0,,1,6-11,53,20,5,5,4,6,12,11,12,F,B,D,D,F,C-,C-,C,C-,61,A-,0,,0,,0,0,0,0,0,0,0,0,0,"Rim Protector",0,,43,0,0,0,,Average,"Wants extensions",Average,Average,Average,2039,0,"2025-12-12 00:00:18.976","2025-12-12 00:00:18.976",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,52,0,0,0,,,0,0,0,0,,0
2041,William,Sun,C,23,30,0,Virginia,USA,129,WISC,3,6-11,65,14,12,2,8,11,14,18,21,D,C,C-,F,D,C+,B-,B-,B,21,D-,0,,0,,0,0,0,0,0,1,0,0,0,"Rim Protector",0,,40,0,0,0,,Popular,Average,Average,Average,"Teacher's Pet",2041,0,"2025-12-11 23:17:53.362","2025-12-11 23:17:53.362",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,32,0,0,0,,,0,0,0,0,,0
2052,Joseph,Mallett,SG,23,29,0,"New Hampshire",USA,130,WYOM,4,6-4,58,13,15,18,14,17,3,11,9,F,C-,B-,B-,C+,B,F,C,C,85,A,0,,0,,0,1,0,1,0,0,1,1,0,3-and-D,0,,48,0,0,0,,Paranoid,Average,Average,Average,"Never Studies",2052,0,"2025-12-11 23:17:59.771","2025-12-11 23:17:59.771",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,59,0,0,0,,,0,0,0,0,,0
2054,Steven,Gentes,C,23,26,0,,Norway,130,WYOM,3,7-1,73,16,13,17,14,13,14,17,15,C-,C+,C,B+,C,C,C+,B-,B-,76,A,0,,0,,0,1,0,0,1,0,1,0,0,"Stretch Bigs",0,,41,0,0,0,,Average,Average,Average,Average,Average,2054,0,"2025-12-11 23:17:57.890","2025-12-11 23:17:57.890",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,100,0,0,0,,,0,0,0,0,,0
