id,first_name,last_name,position,age,year,state,country,stars,height,shooting2,shooting3,finishing,free_throw,ballwork,rebounding,defense,interior_defense,perimeter_defense,potential,potential_grade,pro_potential_grade,stamina,playtime_expectations,minutes,overall,personality,free_agency,recruiting_bias,work_ethic,academic_bias,player_id,team_id,team_abbr,college_id,college,draft_pick_id,draft_pick,drafted_team_id,drafted_team_abbr,prime_age,is_nba,max_requested,is_super_max_qualified,is_free_agent,is_g_league,is_two_way,is_waived,is_on_trade_block,is_first_team_anba,is_dpoy,is_mvp,is_international,is_retiring,position_one,position_two,position_three,position1_minutes,position2_minutes,position3_minutes,inside_percentage,mid_percentage,three_point_percentage,created_at,updated_at,deleted_at,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,drafted_round,previous_team_id,previous_team,is_accepting_offers,is_negotiating,minimum_value,signing_round,negotiation_round,archetype,inside_proportion,mid_range_proportion,three_point_proportion,p1_minutes,p2_minutes,p3_minutes,recruiting_bias_value,has_progressed,rejections,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,notes,relative_type,is_int_generated,is_int_declared
1735,David,Garcia,PG,26,3,Indiana,USA,2,6-2,21,21,8,20,10,5,0,8,10,36,C,24,46,7,0,52,Selfish,Average,"Prefers to play in a different state",Average,Average,1735,0,FA,103,TXST,0,0,0,,27,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:20.492","2025-04-30 14:48:56.792",NULL,1,0,0,0,1,1,0,0,0,0,0,,1,0,0.7,4,3,"Mid-Range Magician",0,0,0,0,0,0,,1,0,11,14,0,,,0,0,0,,0,0,0
1761,Joseph,Elias,C,26,3,Virginia,USA,2,6-11,7,5,10,3,9,15,0,20,20,29,C+,53,41,21,0,59,Popular,Average,Average,Average,"Sits at the back of the class",1761,0,FA,105,TLDO,0,0,0,,29,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:22.831","2025-04-30 15:25:31.699",NULL,1,0,0,0,0,1,0,0,0,0,0,,1,0,0.7,5,4,"Rim Protector",0,0,0,0,0,0,,1,0,4,11,0,,,0,0,0,,0,0,0
1774,Steve,Zarrella,C,26,3,Texas,USA,1,7-1,13,3,10,13,11,13,0,14,15,39,A+,96,36,20,0,57,Narcissist,Average,Average,Average,Average,1774,0,FA,106,TROY,0,0,0,,25,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:23.675","2025-04-30 15:25:35.249",NULL,1,0,0,0,1,0,0,0,0,0,0,,1,0,0.7,4,3,"Rim Protector",0,0,0,0,0,0,,1,0,8,14,0,,,0,0,0,,0,0,0
1792,Henry,Pickett,C,26,3,"New Mexico",USA,2,6-9,6,6,19,3,0,6,0,19,20,34,A,79,44,11,0,49,Tough,Average,Average,"Film Room Genius",Average,1792,0,FA,108,TULS,0,0,0,,29,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:24.801","2025-04-30 15:25:40.101",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,6,5,"Stretch Bigs",0,0,0,0,0,0,,1,0,12,14,0,,,0,0,0,,0,0,0
1819,William,Benson,PG,26,3,Massachusetts,USA,2,5-10,22,19,4,20,13,8,0,10,11,38,A+,86,40,8,0,55,Reliable,Average,Legacy,Average,"More likely to get academic probation",1819,0,FA,110,UCF,0,0,0,,26,1,0,0,1,0,0,0,0,0,0,0,1,1,SG,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:27.451","2025-04-30 15:25:46.077",NULL,1,1,0,0,0,1,0,0,0,0,0,,1,0,0.7,7,6,"Sharp Shooter",0,0,0,0,0,0,,1,0,12,9,0,,,0,0,0,,0,0,0
1961,Alvaro,Pineda,PF,26,3,"Rhode Island",USA,2,6-7,19,11,11,17,3,21,0,6,8,40,C+,47,38,20,0,57,Average,Average,Average,"Track Athlete","Frequent visits to the principal",1961,0,FA,121,UVA,0,0,0,,27,1,0,0,1,0,0,0,0,0,0,0,1,1,SF,PF,C,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:36.888","2025-04-30 15:26:08.845",NULL,0,1,0,1,0,1,1,0,0,0,0,,1,0,0.7,7,6,"Two-Way Wing",0,0,0,0,0,0,,1,0,10,8,0,,,0,0,0,,0,0,0
1962,Christopher,Lacy,SG,26,3,,Denmark,2,5-11,19,10,11,19,21,3,0,3,4,27,C-,23,39,20,0,54,Impatient,Average,Average,Average,Average,1962,0,FA,121,UVA,0,0,0,,25,1,0,0,1,0,0,0,0,0,0,0,1,1,SF,SG,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:37.166","2025-04-30 15:26:09.454",NULL,0,1,0,0,1,0,0,0,0,0,0,,1,0,0.7,4,3,"Mid-Range Magician",0,0,0,0,0,0,,1,0,10,11,0,,,0,0,0,,0,0,0
1974,Jonathan,Tran,PF,26,3,Oklahoma,USA,2,6-6,17,-1,14,16,8,11,0,10,11,26,A+,94,43,9,0,53,Average,Average,"Prefers to play for a specific coach","Streams too much",Average,1974,0,FA,122,VT,0,0,0,,25,1,0,0,1,0,0,0,0,0,0,0,1,1,SF,PF,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:37.725","2025-04-30 15:26:12.456",NULL,0,0,0,1,0,1,1,1,0,0,0,,1,0,0.7,7,6,"Pure Defender",0,0,0,0,0,0,,1,0,15,7,0,,,0,0,0,,0,0,0
2000,Christopher,James,PG,26,3,"American Samoa",USA,2,5-10,13,21,9,15,16,8,0,4,4,31,D+,32,46,9,0,53,Average,Average,Average,Average,Average,2000,0,FA,124,WASH,0,0,0,,25,1,0,0,1,0,0,0,0,0,0,0,1,1,SG,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:39.409","2025-04-30 15:26:17.832",NULL,0,0,0,0,1,0,0,1,0,0,0,,1,0,0.7,5,4,"Floor General",0,0,0,0,0,0,,1,0,8,11,0,,,0,0,0,,0,0,0
2023,Steven,Lalumiere,PF,26,3,Guam,USA,1,6-6,11,7,15,12,9,8,0,5,7,28,B+,56,40,16,0,48,Average,Average,Legacy,"Center of Attention","Never Studies",2023,0,FA,127,WKU,0,0,0,,29,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:40.852","2025-04-30 14:53:49.978",NULL,1,0,0,0,1,0,0,1,0,0,0,,1,0,0.7,6,5,"Point Forward",0,0,0,0,0,0,,1,0,10,9,0,,,0,0,0,,0,0,0
2166,George,Dohr,C,26,3,"New Mexico",USA,1,7-1,9,6,20,5,1,11,0,13,13,58,C-,36,33,10,0,51,Average,Average,Average,Average,Average,2166,0,FA,183,DUQ,0,0,0,,25,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:48.329","2025-04-30 15:26:44.834",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,7,6,"Stretch Bigs",0,0,0,0,0,0,,1,0,10,9,0,,,0,0,0,,0,0,0
2193,Han,Xiong,PG,26,3,"New York",USA,3,6-4,12,13,16,16,20,7,0,3,4,36,C-,33,29,11,0,59,Introvert,Average,Average,"Footwork king",Average,2193,0,FA,185,GMU,0,0,0,,25,1,0,0,1,0,0,0,0,0,0,0,1,1,PG,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:50.032","2025-04-30 14:55:45.515",NULL,0,1,0,0,0,0,1,1,0,0,0,,1,0,0.7,7,6,"Floor General",0,0,0,0,0,0,,1,0,14,13,0,,,0,0,0,,0,0,0
2204,Darryl,Vance,SF,26,3,Utah,USA,2,6-6,13,3,10,13,9,9,0,12,11,30,A+,77,45,6,0,48,Average,Average,Average,Average,Distracted,2204,0,FA,186,GW,0,0,0,,28,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:50.313","2025-04-30 14:49:10.036",NULL,0,0,0,1,0,0,0,1,0,0,0,,1,0,0.7,4,3,,0,0,0,0,0,0,,1,0,12,12,0,,,0,0,0,,0,0,0
2232,Robert,Grodecki,PG,26,3,Maine,USA,3,5-10,11,20,11,12,19,7,0,6,8,39,D-,18,43,11,0,58,Average,Average,Average,Average,"Sits at the back of the class",2232,0,FA,188,LUC,0,0,0,,26,1,0,0,1,0,0,0,0,0,0,0,1,1,SG,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:52.599","2025-04-30 15:26:58.515",NULL,0,0,0,1,1,1,1,0,0,0,0,,1,0,0.7,5,4,"Floor General",0,0,0,0,0,0,,1,0,10,4,0,,,0,0,0,,0,0,0
2308,Mark,Contreras,PF,26,3,Vermont,USA,2,6-8,18,1,8,12,7,14,0,17,15,26,C-,28,35,11,0,55,Eccentric,Average,Average,Average,Average,2308,0,FA,194,CREI,0,0,0,,29,1,0,0,1,0,0,0,0,0,0,0,1,1,C,SF,PF,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:57.864","2025-04-30 15:27:14.157",NULL,1,0,1,0,1,0,1,1,0,0,0,,1,0,0.7,6,5,Slasher,0,0,0,0,0,0,,1,0,14,10,0,,,0,0,0,,0,0,0
2323,Margarito,Villarroel,C,26,3,Colorado,USA,1,7-0,11,5,12,13,10,12,0,10,12,47,C,35,37,19,0,54,Average,Average,"Prefers to play for a team where he can start immediately",Average,"Studies hard",2323,0,FA,195,MARQ,0,0,0,,30,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:59.370","2025-04-30 15:27:17.124",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,7,6,"Rim Protector",0,0,0,0,0,0,,1,0,19,11,0,,,0,0,0,,0,0,0
2334,Richard,Olson,PG,26,3,,France,2,6-0,16,11,3,15,15,2,0,9,10,27,A-,74,44,14,0,43,Reliable,Average,Open-Minded,"Focuses on Max Reps",Average,2334,0,FA,196,PROV,0,0,0,,28,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:55:59.960","2025-04-30 14:50:54.183",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.7,7,6,"Floor General",0,0,0,0,0,0,,1,0,15,14,0,,,0,0,0,,0,0,0
2336,Sai,Sunga,PG,26,3,Kentucky,USA,3,6-3,20,22,11,21,12,1,0,9,12,26,A,75,43,15,0,55,Average,Average,Average,Average,Average,2336,0,FA,196,PROV,0,0,0,,30,1,0,0,1,0,0,0,0,0,0,0,1,1,PG,SG,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:56:00.535","2025-04-30 14:55:57.800",NULL,0,1,0,1,1,1,1,0,0,0,0,,1,0,0.7,4,3,"Mid-Range Magician",0,0,0,0,0,0,,1,0,11,14,0,,,0,0,0,,0,0,0
2464,Daniel,Coronado,PF,26,3,,Guatemala,1,6-7,10,3,11,9,7,15,0,7,10,36,A+,83,40,17,0,48,Cooperative,Average,Multi-Sport,"Track Athlete",Distracted,2464,0,FA,206,HALL,0,0,0,,27,1,0,0,1,0,0,0,0,0,0,0,1,1,SF,PF,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:56:08.550","2025-04-30 15:27:37.078",NULL,1,0,1,0,0,1,0,1,0,0,0,,1,0,0.7,7,6,Slasher,0,0,0,0,0,0,,1,0,8,10,0,,,0,0,0,,0,0,0
2465,Ronald,Mohamed,SF,26,3,Louisiana,USA,1,6-8,14,5,17,18,6,12,0,8,10,39,A,69,44,12,0,56,Average,Average,"Prefers to play for a specific coach",Loud,Average,2465,0,FA,206,HALL,0,0,0,,30,1,0,0,1,0,0,0,0,0,0,0,1,1,SG,SF,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-08-19 22:56:08.836","2025-04-30 15:27:37.677",NULL,0,0,0,1,0,1,0,1,0,0,0,,1,0,0.7,7,6,"Pure Defender",0,0,0,0,0,0,,1,0,8,11,0,,,0,0,0,,0,0,0
3115,Jimmy,Palmer,C,34,12,,,0,7'1,13,19,15,17,14,17,20,14,21,27,D,27,35,9,37,79,Average,Average,,Average,,3115,34,"Anadolu Efes ",0,Belgium,0,0,163,NYK,30,1,1,0,0,0,0,0,0,0,0,0,1,1,PF,C,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-01-05 19:12:49.243","2024-05-20 15:23:07.123",NULL,1,0,0,0,1,0,0,1,3,0,20,NYK,1,0,42,8,5,"Stretch Bigs",5.40074073948031,4.9143499049140145,4.1301351736114835,30,7,0,,1,0,4,10,0,,,0,0,0,,0,0,NULL
3118,Samuel,Lynch,C,31,9,,,0,6'9,9,15,14,10,11,15,19,15,12,61,B-,61,35,12,0,64,Perfectionist,Average,,"Working-Class mentality",,3118,0,,47,UKEN,0,0,148,CHA,25,1,1,0,1,0,0,0,0,0,0,0,0,1,C,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-01-05 19:12:51.558","2024-05-20 15:23:08.044",NULL,0,0,0,0,0,0,0,0,0,0,4,CHA,1,0,35,7,5,"Stretch Bigs",0,0,0,0,0,0,,1,0,17,12,0,,,0,0,0,,0,0,NULL
3144,Aaron,Davis,C,32,10,,,0,6'9,10,9,14,10,9,14,20,13,13,57,B-,57,39,6,0,59,Average,Average,,Average,,3144,0,,93,SOCA,0,0,159,MIA,25,1,1,1,1,0,0,0,0,1,0,0,0,1,C,PF,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-01-05 19:13:11.427","2024-08-13 19:47:40.947",NULL,0,0,0,0,0,0,0,0,0,0,19,NOP,1,0,1,4,3,"Stretch Bigs",0,0,0,0,0,0,,1,0,11,12,0,,,0,0,0,,0,0,NULL
3145,Craig,Lewis,C,34,12,,,0,6'9,18,18,16,12,16,15,20,13,19,38,D+,38,28,6,0,79,Uncooperative,Average,,Average,,3145,33,"ALBA Berlin ",88,RUTG,0,0,160,MIL,29,1,0,0,0,0,0,0,0,0,0,0,1,1,C,PF,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-01-05 19:13:12.189","2025-03-04 15:34:49.650",NULL,0,0,0,0,0,0,0,0,0,0,0,,1,0,10,4,3,"Stretch Bigs",0,0,0,0,0,0,,1,0,10,10,0,,,0,0,0,,0,0,NULL
3155,Billy,Nelson,PF,32,10,,,0,6'7,16,12,8,14,12,12,19,12,12,41,C-,41,41,0,0,58,,,,,,3155,0,FA,59,MICH,0,0,162,NOP,25,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2023-01-05 19:13:19.787","2023-01-06 00:08:16.420",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3159,Blake,Knight,SG,33,11,,,0,6'4,19,13,12,19,7,15,20,19,13,42,C-,42,37,11,0,67,Average,Average,,"Focuses on Max Reps",,3159,21,OKC,87,RICE,0,0,147,BKN,28,1,1,0,0,0,0,0,0,0,0,0,0,1,SG,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-01-05 19:13:22.850","2024-05-20 15:23:23.867",NULL,0,0,0,0,0,0,0,0,0,0,19,"New Orleans Pelicans",1,0,42,6,3,,0,0,0,0,0,0,,1,0,10,15,0,,,0,0,0,,0,0,NULL
3162,Lindsey,Lawler,PF,32,10,,,0,6'8,11,9,12,13,11,13,18,14,7,66,B,66,39,0,0,57,,,,,,3162,150,DAL,48,LU,0,0,150,DAL,25,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2023-01-05 19:13:25.109","2023-01-06 00:06:17.779",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3167,Angel,Willis,PF,34,12,,,0,6'8,16,17,16,11,9,17,19,23,13,41,C-,41,37,9,0,74,Average,Average,,Average,,3167,0,FA,0,Canada,0,0,174,UTA,29,1,0,0,1,0,0,0,0,0,0,0,0,1,PF,SF,C,NULL,NULL,NULL,NULL,NULL,NULL,"2023-01-05 19:13:28.912","2024-08-20 16:00:29.491",NULL,0,0,1,0,1,0,0,0,2,0,30,"Utah Jazz",1,0,10,5,4,,0,0,0,0,0,0,,1,0,7,14,0,,,0,0,0,,0,0,NULL
3168,Kirk,Hines,SF,33,11,,,0,6'8,11,3,16,16,10,10,20,16,11,49,C,49,33,7,0,59,Average,Average,,"Trolls on Discord",,3168,57,"Guangzhou Loong Lions",37,GT,0,0,175,VAN,27,1,1,1,0,0,0,0,0,1,0,0,1,1,SG,SF,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-01-05 19:13:29.683","2024-05-20 15:23:26.271",NULL,0,1,0,0,0,0,1,1,3,0,31,VAN,1,0,49,7,3,,0,0,0,0,0,0,,1,0,10,9,0,,,0,0,0,,0,0,NULL
3169,Louis,Sanders,SG,32,10,,,0,6'1,14,9,9,8,11,14,18,18,8,47,C,47,36,9,17,57,Average,Average,,Average,,3169,61,"Alvark Tokyo ",71,UNC,0,0,146,ATL,26,1,1,0,0,0,0,0,0,0,0,0,1,1,SF,SG,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-01-05 19:13:30.435","2024-05-20 15:23:26.581",NULL,0,1,0,1,0,0,0,0,2,0,1,ATL,1,0,35,9,4,,1.7534397762585225,3.1343284662528528,1.4818062803323868,6,11,0,,1,0,9,10,0,,,0,0,0,,0,0,NULL
3171,Philip,Washington,SF,32,10,,,0,6'8,14,9,13,13,10,12,18,9,12,27,D,27,39,0,0,57,,,,,,3171,0,FA,37,GT,0,0,156,LAL,28,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2023-01-05 19:13:32.033","2023-01-06 00:21:07.096",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3175,Victor,Garcia,PF,33,11,,,0,6'5,10,9,15,8,13,13,18,14,14,61,B-,61,38,5,20,64,Average,Average,,Average,,3175,68,"Adelaide 36ers",12,BAYL,0,0,166,PHI,27,1,1,0,0,0,0,0,0,0,0,0,1,1,C,SF,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-01-05 19:13:35.178","2024-05-20 15:23:28.086",NULL,0,1,0,0,0,0,0,0,1,0,0,,1,0,42,9,6,,2.735878462622649,2.8670902445899187,1.7336565377229514,20,0,0,,1,0,7,9,0,,,0,0,0,,0,0,NULL
3176,Howard,James,PF,31,9,,,0,6'6,15,10,13,14,10,9,18,10,13,46,C,46,37,0,0,56,,,,,,3176,167,PHX,68,NEV,0,0,167,PHX,25,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2023-01-05 19:13:35.972","2023-01-06 00:09:06.706",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3177,Diego,Wild,C,31,9,,,0,6'10,13,10,13,12,11,12,17,9,10,27,D,27,40,0,0,56,,,,,,3177,0,FA,34,UGA,0,0,150,DAL,26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2023-01-05 19:13:36.719","2023-01-06 00:06:18.320",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3179,Grady,Lyons,SG,34,12,,,0,6'3,7,13,12,10,16,10,16,13,5,72,B+,72,36,0,0,57,,,,,,3179,165,ORL,63,MSST,0,0,165,ORL,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2023-01-05 19:13:38.240","2023-01-06 00:08:48.153",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3180,David,Davis,PF,34,12,,,0,6'5,11,8,9,10,12,11,17,9,5,30,D,30,40,0,0,48,,,,,,3180,0,FA,85,PITT,0,0,168,POR,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2023-01-05 19:13:39.021","2023-01-06 00:21:08.957",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3188,Steven,Johnson,PG,35,13,,,0,6'1,5,14,10,7,16,14,18,9,14,49,C,49,35,4,0,59,Average,Average,,Average,,3188,35,"Barcelona ",101,TEX,0,0,178,CLE,29,1,0,0,0,0,0,0,0,0,0,0,1,1,SG,PG,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-01-05 19:13:45.124","2025-03-04 15:34:59.858",NULL,0,0,1,0,1,0,0,0,2,0,6,CLE,1,0,0.7,4,3,,0,0,0,0,0,0,,1,0,13,13,0,,,0,0,0,,0,0,NULL
3189,Russell,Allison,SG,32,10,,,0,6'3,15,18,12,11,17,13,17,11,17,65,B,65,44,0,0,70,,,,,,3189,158,MEM,43,IAST,0,0,158,MEM,26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2023-01-05 19:13:45.884","2023-01-05 19:13:45.884",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3195,John,Foster,PG,33,11,,,0,5'11,12,16,17,11,17,12,17,15,13,63,B,63,40,0,0,73,,,,,,3195,152,DET,81,MISS,0,0,152,DET,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2023-01-05 19:13:50.440","2023-01-05 19:13:50.440",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3197,Jeffrey,Allison,PG,31,9,,,0,6'4,14,14,14,12,15,15,17,16,14,51,C+,51,43,0,0,72,,,,,,3197,159,MIA,83,ORST,0,0,159,MIA,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2023-01-05 19:13:51.946","2023-01-05 19:13:51.946",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3198,Joe,Scott,PF,34,12,,,0,6'8,12,10,12,9,11,12,17,11,14,47,C,47,39,0,0,57,,,,,,3198,160,MIL,0,"Great Britain",0,0,160,MIL,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2023-01-05 19:13:52.704","2023-01-06 00:07:53.593",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3199,Clark,Warner,PG,34,12,,,0,6'2,16,6,13,14,15,17,17,17,12,87,A,87,42,0,0,71,,,,,,3199,162,NOP,93,SOCA,0,0,162,NOP,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2023-01-05 19:13:53.456","2023-01-06 00:08:17.513",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3203,Anthony,Howard,SF,31,9,,,0,6'7,17,14,12,16,9,11,18,12,5,69,B+,69,39,12,0,55,Popular,Average,,Hard-working,,3203,0,FA,94,USF,0,0,166,PHI,25,1,0,0,1,0,0,0,0,0,0,0,1,1,PF,SF,SG,NULL,NULL,NULL,NULL,NULL,NULL,"2023-01-05 19:13:56.543","2024-08-13 19:47:44.911",NULL,0,0,0,0,0,0,1,0,1,0,0,,1,0,0.7,4,3,,0,0,0,0,0,0,,1,0,10,7,0,,,0,0,0,,0,0,NULL
3205,Emmanuel,Rosales,SG,34,12,,,0,6'2,13,8,9,17,13,11,18,12,14,58,B-,58,42,0,0,58,,,,,,3205,168,POR,63,MSST,0,0,168,POR,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2023-01-05 19:13:58.073","2023-01-06 00:09:20.370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3206,Phillip,Hill,PG,32,10,,,0,6'2,9,18,16,8,10,8,17,10,18,77,A-,77,32,5,0,59,Average,Average,,Average,,3206,0,FA,86,PURD,0,0,170,SAS,25,1,0,0,1,0,0,0,0,0,0,0,0,1,PG,,,NULL,NULL,NULL,NULL,NULL,NULL,"2023-01-05 19:13:58.840","2024-08-13 19:47:45.214",NULL,0,1,0,0,0,0,0,0,1,0,0,,1,0,0.7,4,3,,0,0,0,0,0,0,,1,0,8,10,0,,,0,0,0,,0,0,NULL
